Rxn name	Formula	Gene-reaction association	LB	UB	Objective
r_2258_p	s_0803_p + s_2813_p  -> s_2906_p 	CCM_04217	  0.00	1000.00	  0.00
r_2259_p	s_0803_p + s_2814_p  -> s_2907_p 	CCM_04217	  0.00	1000.00	  0.00
r_2260_p	s_0803_p + s_2892_p  -> s_2908_p 	CCM_04217	  0.00	1000.00	  0.00
r_2261_p	s_0803_p + s_2894_p  -> s_2909_p 	CCM_04217	  0.00	1000.00	  0.00
r_2262_p	s_0803_p + s_2896_p  -> s_2910_p 	CCM_04217	  0.00	1000.00	  0.00
r_2263_p	s_0803_p + s_2897_p  -> s_2911_p 	CCM_04217	  0.00	1000.00	  0.00
r_2264_p	s_0803_p + s_2899_p  -> s_2912_p 	CCM_04217	  0.00	1000.00	  0.00
r_2265_p	s_0803_p + s_2901_p  -> s_2913_p 	CCM_04217	  0.00	1000.00	  0.00
r_2266_p	s_0042_p + s_1198_p  -> s_0239_p + s_0793_p + s_1203_p 	CCM_04217	  0.00	1000.00	  0.00
r_2267_p	s_0048_p + s_1198_p  -> s_0247_p + s_0793_p + s_1203_p 	CCM_04217	  0.00	1000.00	  0.00
r_2268_p	s_0051_p + s_1198_p  -> s_0253_p + s_0793_p + s_1203_p 	CCM_04217	  0.00	1000.00	  0.00
r_2269_p	s_0229_p + s_1198_p  -> s_0250_p + s_0793_p + s_1203_p 	CCM_04217	  0.00	1000.00	  0.00
r_2270_p	s_0045_p + s_1198_p  -> s_0243_p + s_0793_p + s_1203_p 	CCM_04217	  0.00	1000.00	  0.00
r_2271_p	s_1198_p + s_2902_p  -> s_0367_p + s_0793_p + s_1203_p 	CCM_04217	  0.00	1000.00	  0.00
r_2272_p	s_1198_p + s_2903_p  -> s_0793_p + s_1203_p + s_2915_p 	CCM_04217	  0.00	1000.00	  0.00
r_2273_p	s_1198_p + s_2904_p  -> s_0793_p + s_1203_p + s_2916_p 	CCM_04217	  0.00	1000.00	  0.00
r_2274_p	s_1198_p + s_2905_p  -> s_0793_p + s_1203_p + s_2792_p 	CCM_04217	  0.00	1000.00	  0.00
r_2275_p	s_1198_p + s_2906_p  -> s_0793_p + s_1203_p + s_2794_p 	CCM_04217	  0.00	1000.00	  0.00
r_2276_p	s_1198_p + s_2907_p  -> s_0793_p + s_1203_p + s_2796_p 	CCM_04217	  0.00	1000.00	  0.00
r_2277_p	s_1198_p + s_2908_p  -> s_0793_p + s_1203_p + s_2920_p 	CCM_04217	  0.00	1000.00	  0.00
r_2278_p	s_1198_p + s_2909_p  -> s_0793_p + s_1203_p + s_2921_p 	CCM_04217	  0.00	1000.00	  0.00
r_2279_p	s_1198_p + s_2910_p  -> s_0793_p + s_1203_p + s_2922_p 	CCM_04217	  0.00	1000.00	  0.00
r_2280_p	s_1198_p + s_2911_p  -> s_0793_p + s_1203_p + s_2923_p 	CCM_04217	  0.00	1000.00	  0.00
r_2281_p	s_1198_p + s_2912_p  -> s_0793_p + s_1203_p + s_2924_p 	CCM_04217	  0.00	1000.00	  0.00
r_2282_p	s_1198_p + s_2913_p  -> s_0793_p + s_1203_p + s_2925_p 	CCM_04217	  0.00	1000.00	  0.00
r_2283_p	s_0367_p + s_0529_p  -> 2 s_0373_p 	CCM_01627 or CCM_02487 or CCM_07334	  0.00	1000.00	  0.00
r_2284_p	s_0529_p + s_2915_p  -> s_0373_p + s_2884_p 	CCM_01627 or CCM_02487 or CCM_07334	  0.00	1000.00	  0.00
r_2285_p	s_0529_p + s_2916_p  -> s_0373_p + s_2885_p 	CCM_01627 or CCM_02487 or CCM_07334	  0.00	1000.00	  0.00
r_2286_p	s_0529_p + s_2792_p  -> s_0373_p + s_1454_p 	CCM_01627 or CCM_02487 or CCM_07334	  0.00	1000.00	  0.00
r_2287_p	s_0529_p + s_2794_p  -> s_0373_p + s_2793_p 	CCM_01627 or CCM_02487 or CCM_07334	  0.00	1000.00	  0.00
r_2288_p	s_0529_p + s_2796_p  -> s_0373_p + s_2795_p 	CCM_01627 or CCM_02487 or CCM_07334	  0.00	1000.00	  0.00
r_2289_p	s_0529_p + s_2920_p  -> s_0373_p + s_2893_p 	CCM_01627 or CCM_02487 or CCM_07334	  0.00	1000.00	  0.00
r_2290_p	s_0529_p + s_2921_p  -> s_0373_p + s_2895_p 	CCM_01627 or CCM_02487 or CCM_07334	  0.00	1000.00	  0.00
r_2291_p	s_0529_p + s_2922_p  -> s_0373_p + s_2926_p 	CCM_01627 or CCM_02487 or CCM_07334	  0.00	1000.00	  0.00
r_2292_p	s_0529_p + s_2923_p  -> s_0373_p + s_2898_p 	CCM_01627 or CCM_02487 or CCM_07334	  0.00	1000.00	  0.00
r_2293_p	s_0529_p + s_2924_p  -> s_0373_p + s_2900_p 	CCM_01627 or CCM_02487 or CCM_07334	  0.00	1000.00	  0.00
r_2294_p	s_0529_p + s_2925_p  -> s_0373_p + s_2927_p 	CCM_01627 or CCM_02487 or CCM_07334	  0.00	1000.00	  0.00
r_2303_p	s_0793_p + s_1212_p + s_2932_p  -> s_1207_p + s_2929_p 	CCM_02294	  0.00	1000.00	  0.00
r_2304_p	s_0793_p + s_1212_p + s_2933_p  -> s_1207_p + s_2931_p 	CCM_02294	  0.00	1000.00	  0.00
r_0847_p	s_0803_p + s_1302_p  -> s_0529_p + s_0793_p + s_1286_p 	CCM_08776	  0.00	1000.00	  0.00
r_0122_p	s_1275_p + s_0816_p  -> s_0837_p + s_1513_p 	CCM_00678	  0.00	1000.00	  0.00
r_0123_p	s_1275_p + s_1302_p  -> s_0823_p + s_0837_p 	CCM_00678	  0.00	1000.00	  0.00
r_0124_p	s_1275_p + s_1454_p  -> s_0837_p + s_1516_p 	CCM_00678	  0.00	1000.00	  0.00
r_0125_p	s_1176_p + s_1275_p  -> s_0837_p + s_1519_p 	CCM_00678	  0.00	1000.00	  0.00
r_2241_p	s_1275_p + s_1479_p  -> s_0837_p + s_2814_p 	CCM_00678	  0.00	1000.00	  0.00
cmt_ex_c_glucose_c_e	s_0563_e  <=> 		 -0.15	1000.00	  0.00
cmt_ex_c_arabinose_c_e	s_0548_c_e  <=> 		  0.00	1000.00	  0.00
cmt_ex_c_fructose_c_e	s_0553_e  <=> 		  0.00	1000.00	  0.00
cmt_ex_c_sorbose_c_e	s_0561_c_e  <=> 		  0.00	1000.00	  0.00
cmt_ex_c_mannose_c_e	s_0571_c_e  <=> 		  0.00	1000.00	  0.00
cmt_ex_c_xylose_c_e	s_0578_c_e  <=> 		  0.00	1000.00	  0.00
cmt_ex_c_sucrose_c_e	s_1466_e  <=> 		  0.00	1000.00	  0.00
cmt_ex_c_trehalose_c_e	s_1520_c_e  <=> 		  0.00	1000.00	  0.00
cmt_ex_c_maltose_c_e	s_1105_c_e  <=> 		  0.00	1000.00	  0.00
cmt_ex_c_lactose_c_e	Lactose_c_e  <=> 		  0.00	1000.00	  0.00
cmt_ex_c_cellobiose_c_e	Cellobiose_c_e  <=> 		  0.00	1000.00	  0.00
cmt_ex_cordycepin_c_e	Cordycepin_c_e  -> 		  0.00	1000.00	  0.00
r_0226	3 s_0793_c + s_0394_m + s_1322_m  -> s_0434_m + 2 s_0793_m + s_0803_m 	CCM_00383 or CCM_01006 or CCM_02260 or CCM_02338 or CCM_02798 or CCM_03228 or CCM_03295 or CCM_03357 or CCM_03392 or CCM_04179 or CCM_04737 or CCM_04775 or CCM_04783 or CCM_05187 or CCM_05394 or CCM_06172 or CCM_06641 or CCM_06692 or CCM_06827 or CCM_07426 or CCM_07495 or CCM_08524	  0.00	1000.00	  0.00
r_0438	s_0710_m + 1.266 s_0793_m + 0.25 s_1275_m  -> 0.633 s_0793_c + s_0709_m + 0.5 s_0803_m 	CCM_02155 or CCM_03753 or CCM_04541 or CCM_06525 or CCM_07423	  0.00	1000.00	  0.00
r_0439	2 s_0709_m + 1.266 s_0793_m + s_1535_m  -> 2.532 s_0793_c + 2 s_0710_m + s_1537_m 	CCM_00897 or CCM_03647	  0.00	1000.00	  0.00
r_0507	s_1487_m + s_1410_m  -> s_0306_m + s_0419_m + s_0628_m 	CCM_01222 or CCM_04861 or CCM_06828 or CCM_09406	  0.00	1000.00	  0.00
r_0508	s_1198_m + s_0628_m  -> s_0793_m + s_1203_m + s_1098_m 	CCM_01222	  0.00	1000.00	  0.00
r_0530	s_0812_m + s_1203_m + s_1275_m  -> s_0803_m + s_1198_m + s_0811 		  0.00	1000.00	  0.00
r_0713	s_0066_m + s_1198_m  <=> s_0793_m + s_1203_m + s_1271_m 	CCM_05260 or CCM_05784 or CCM_05876	-1000.00	1000.00	  0.00
r_0770	s_0793_c + s_1203_c + s_1537_m  -> s_1198_c + s_1535_m 		  0.00	1000.00	  0.00
r_1081	4 s_0793_c + s_1558_c  -> 4 s_0456_c + s_0538_c 	CCM_06673	  0.00	1000.00	  0.00
r_1083	s_1378_c  -> s_0803_c + s_1558_c 	CCM_01233	  0.00	1000.00	  0.00
r_1099	s_0180_c + s_0176_m  <=> s_0176_c + s_0180_m 		-1000.00	1000.00	  0.00
r_1110	s_0394_c + s_0434_m  <=> s_0434_c + s_0394_m 		-1000.00	1000.00	  0.00
r_1112	s_0180_c + s_0522_m  <=> s_0522_c + s_0180_m 		-1000.00	1000.00	  0.00
r_1118	s_0991_c + s_0973_m  -> s_0973_c + s_0991_m 		  0.00	1000.00	  0.00
r_1126	s_0522_c + s_0066_m  <=> s_0066_c + s_0522_m 	CCM_05263	-1000.00	1000.00	  0.00
r_1127	s_0522_c + s_1360_m  <=> s_1360_c + s_0522_m 		-1000.00	1000.00	  0.00
r_1128	s_0522_c + s_0940_m  <=> s_0940_c + s_0522_m 		-1000.00	1000.00	  0.00
r_1138	s_0025_c + s_1399_m  <=> s_1399_c + s_0025_m 		-1000.00	1000.00	  0.00
r_1237	s_0793_c + s_1266_m  -> s_1266_c + s_0793_m 		  0.00	1000.00	  0.00
r_1265	s_1458_c + s_0725_m  -> s_0725_c + s_1458_m 		  0.00	1000.00	  0.00
r_1652	s_0180_c + s_0067  <=> s_0066_c + s_0181 	CCM_04459	-1000.00	1000.00	  0.00
r_1861	s_0925  <=> 		-1000.00	1000.00	  0.00
r_4046	s_0434_c + s_0803_c  -> s_0394_c + s_0793_c + s_1322_c 		  0.28	  0.28	  0.00
T_p_to_c_s_0456_p	s_0456_p  <=> s_0456_c 		-1000.00	1000.00	  0.00
T_p_to_c_s_0793_p	s_0793_p  <=> s_0793_c 		-1000.00	1000.00	  0.00
T_p_to_c_s_0803_p	s_0803_p  <=> s_0803_c 	CCM_00972	-1000.00	1000.00	  0.00
T_p_to_c_s_0837_p	s_0837_p  <=> s_0837_c 		-1000.00	1000.00	  0.00
T_p_to_c_s_1065_p	s_1065_p  <=> s_1065_c 	CCM_07630 or CCM_08199 or CCM_08708	-1000.00	1000.00	  0.00
T_p_to_c_s_1161_p	s_1161_p  <=> s_1161_c 	CCM_07630 or CCM_08199 or CCM_08708	-1000.00	1000.00	  0.00
T_p_to_c_s_1198_p	s_1198_p  <=> s_1198_c 		-1000.00	1000.00	  0.00
T_p_to_c_s_1203_p	s_1203_p  <=> s_1203_c 		-1000.00	1000.00	  0.00
T_p_to_c_s_1207_p	s_1207_p  <=> s_1207_c 		-1000.00	1000.00	  0.00
T_p_to_c_s_1212_p	s_1212_p  <=> s_1212_c 		-1000.00	1000.00	  0.00
T_p_to_c_s_1275_p	s_1275_p  <=> s_1275_c 		-1000.00	1000.00	  0.00
T_p_to_c_s_1286_p	s_1286_p  <=> s_1286_c 	CCM_07630 or CCM_08199 or CCM_08708	-1000.00	1000.00	  0.00
T_p_to_c_s_1449_p	s_1449_p  <=> s_1449_c 	CCM_07630 or CCM_08199 or CCM_08708	-1000.00	1000.00	  0.00
T_m_to_c_s_0010_m	s_0010_m  <=> s_0010_c 		-1000.00	1000.00	  0.00
T_m_to_c_s_0118_m	s_0118_m  <=> s_0118_c 		-1000.00	1000.00	  0.00
T_m_to_c_s_0178_m	s_0178_m  <=> s_0178_c 		-1000.00	1000.00	  0.00
T_m_to_c_s_0218_m	s_0218_m  <=> s_0218_c 		-1000.00	1000.00	  0.00
T_m_to_c_s_0291_m	s_0291_m  <=> s_0291_c 		-1000.00	1000.00	  0.00
T_m_to_c_s_0349_m	s_0349_m  <=> s_0349_c 		-1000.00	1000.00	  0.00
T_m_to_c_s_0367_m	s_0367_m  <=> s_0367_c 		-1000.00	1000.00	  0.00
T_m_to_c_s_0373_m	s_0373_m  <=> s_0373_c 		-1000.00	1000.00	  0.00
T_m_to_c_s_0419_m	s_0419_m  <=> s_0419_c 	CCM_06254 or CCM_09076	-1000.00	1000.00	  0.00
T_m_to_c_s_0445_m	s_0445_m  <=> s_0445_c 		-1000.00	1000.00	  0.00
T_m_to_c_s_0456_m	s_0456_m  <=> s_0456_c 		-1000.00	1000.00	  0.00
T_m_to_c_s_0529_m	s_0529_m  <=> s_0529_c 		-1000.00	1000.00	  0.00
T_m_to_c_s_0551_m	s_0551_m  <=> s_0551_c 		-1000.00	1000.00	  0.00
T_m_to_c_s_0629_m	s_0629_m  <=> s_0629_c 		-1000.00	1000.00	  0.00
T_m_to_c_s_0722_m	s_0722_m  <=> s_0722_c 		-1000.00	1000.00	  0.00
T_m_to_c_s_0767_m	s_0767_m  <=> s_0767_c 		-1000.00	1000.00	  0.00
T_m_to_c_s_0955_m	s_0955_m  <=> s_0955_c 	CCM_02080 or CCM_01800 or CCM_05665 or CCM_08052 or CCM_08077 or CCM_05727 or CCM_08495 or CCM_09610 or CCM_00736 or CCM_05906 or CCM_06931 or CCM_08695 or CCM_06029 or CCM_07762 or CCM_07738 or CCM_08184 or CCM_09228 or CCM_00800 or CCM_04917 or CCM_09656 or CCM_02825 or CCM_08994 or CCM_04015	-1000.00	1000.00	  0.00
T_m_to_c_s_1016_m	s_1016_m  <=> s_1016_c 	CCM_02080 or CCM_01800 or CCM_05665 or CCM_08052 or CCM_08077 or CCM_05727 or CCM_08495 or CCM_09610 or CCM_00736 or CCM_05906 or CCM_06931 or CCM_08695 or CCM_06029 or CCM_07762 or CCM_07738 or CCM_08184 or CCM_09228 or CCM_00800 or CCM_04917 or CCM_09656 or CCM_02825 or CCM_08994 or CCM_04015	-1000.00	1000.00	  0.00
T_m_to_c_s_1021_m	s_1021_m  <=> s_1021_c 	CCM_02080 or CCM_01800 or CCM_05665 or CCM_08052 or CCM_08077 or CCM_05727 or CCM_08495 or CCM_09610 or CCM_00736 or CCM_05906 or CCM_06931 or CCM_08695 or CCM_06029 or CCM_07762 or CCM_07738 or CCM_08184 or CCM_09228 or CCM_00800 or CCM_04917 or CCM_09656 or CCM_02825 or CCM_08994 or CCM_04015	-1000.00	1000.00	  0.00
T_m_to_c_s_1039_m	s_1039_m  <=> s_1039_c 	CCM_02080 or CCM_01800 or CCM_05665 or CCM_08052 or CCM_08077 or CCM_05727 or CCM_08495 or CCM_09610 or CCM_00736 or CCM_05906 or CCM_06931 or CCM_08695 or CCM_06029 or CCM_07762 or CCM_07738 or CCM_08184 or CCM_09228 or CCM_00800 or CCM_04917 or CCM_09656 or CCM_02825 or CCM_08994 or CCM_04015	-1000.00	1000.00	  0.00
T_m_to_c_s_1045_m	s_1045_m  <=> s_1045_c 	CCM_02080 or CCM_01800 or CCM_05665 or CCM_08052 or CCM_08077 or CCM_05727 or CCM_08495 or CCM_09610 or CCM_00736 or CCM_05906 or CCM_06931 or CCM_08695 or CCM_06029 or CCM_07762 or CCM_07738 or CCM_08184 or CCM_09228 or CCM_00800 or CCM_04917 or CCM_09656 or CCM_02825 or CCM_08994 or CCM_04015	-1000.00	1000.00	  0.00
T_m_to_c_s_1056_m	s_1056_m  <=> s_1056_c 	CCM_02080 or CCM_01800 or CCM_05665 or CCM_08052 or CCM_08077 or CCM_05727 or CCM_08495 or CCM_09610 or CCM_00736 or CCM_05906 or CCM_06931 or CCM_08695 or CCM_06029 or CCM_07762 or CCM_07738 or CCM_08184 or CCM_09228 or CCM_00800 or CCM_04917 or CCM_09656 or CCM_02825 or CCM_08994 or CCM_04015	-1000.00	1000.00	  0.00
T_m_to_c_s_1266_m	s_1266_m  <=> s_1266_c 		-1000.00	1000.00	  0.00
T_m_to_c_s_1275_m	s_1275_m  <=> s_1275_c 		-1000.00	1000.00	  0.00
T_m_to_c_s_1616_m	s_1616_m  <=> s_1616_c 		-1000.00	1000.00	  0.00
T_m_to_c_s_1620_m	s_1620_m  <=> s_1620_c 		-1000.00	1000.00	  0.00
r_1111	s_0434_c + s_0793_p + s_0399  -> s_0394_c + s_0793_c + s_0434_p 		  0.00	1000.00	  0.00
r_1116	s_0434_c + s_0423_p + s_0793_p  -> s_0423_c + s_0793_c + s_0434_p 		  0.00	1000.00	  0.00
r_1130	s_0539_c + s_0793_c + s_0528  -> s_0526_c + s_0793_m + s_0541 		  0.00	1000.00	  0.00
r_1131	s_0539_c + 2 s_0793_c + s_0528  -> s_0526_c + 2 s_0793_m + s_0541 		  0.00	1000.00	  0.00
r_1175	s_0785_c + s_0793_c + s_0739_m  -> s_0739_c + s_0785_m + s_0793_m 		  0.00	1000.00	  0.00
r_1230	s_1198_c + s_0585  -> s_0584_c + s_1198_m 		  0.00	1000.00	  0.00
r_1231	s_1198_c + s_0423_m  -> s_0423_c + s_1198_m 		  0.00	1000.00	  0.00
r_1232	s_1198_c + s_0616  -> s_0615_c + s_1198_m 		  0.00	1000.00	  0.00
r_1275	s_0793_c + s_1559_c + s_0714_m + s_1547  -> s_0714_c + s_1545_c + s_0793_m + s_1560 		  0.00	1000.00	  0.00
r_1276	2 s_0793_c + s_1559_c + s_1547  -> s_1545_c + 2 s_0793_m + s_1560 		  0.00	1000.00	  0.00
r_1120	s_1235_c + s_0021_m  -> s_0021_c + s_1235_m 	CCM_01488 or CCM_04812 or CCM_02926 or CCM_03714	  0.00	1000.00	  0.00
r_1191	s_0022  <=> s_0021_c 	CCM_01488 or CCM_04812 or CCM_02926 or CCM_03714	-1000.00	1000.00	  0.00
r_1638	s_1235_p  -> s_1235_c 	CCM_01488 or CCM_04812 or CCM_02926 or CCM_03714	  0.00	1000.00	  0.00
r_1673	s_0021_c  -> s_0021_p 	CCM_01488 or CCM_04812 or CCM_02926 or CCM_03714	  0.00	1000.00	  0.00
r_1674	s_0021_c + s_1235_p  -> s_1235_c + s_0021_p 	CCM_01488 or CCM_04812 or CCM_02926 or CCM_03714	  0.00	1000.00	  0.00
r_1882	s_0021_m  -> s_0021_c 	CCM_01488 or CCM_04812 or CCM_02926 or CCM_03714	  0.00	1000.00	  0.00
r_1976	s_1235_c  -> s_1235_m 	CCM_01488 or CCM_04812 or CCM_02926 or CCM_03714	  0.00	1000.00	  0.00
r_1173	s_0793_e + s_1004  <=> s_0793_c + s_1003_c 	CCM_02080 or CCM_01800 or CCM_05665 or CCM_08052 or CCM_08077 or CCM_05727 or CCM_08495 or CCM_09610 or CCM_00736 or CCM_05906 or CCM_06931 or CCM_08695 or CCM_06029 or CCM_07762 or CCM_07738 or CCM_08184 or CCM_09228 or CCM_00800 or CCM_04917 or CCM_09656 or CCM_02825 or CCM_08994 or CCM_04015	-1000.00	1000.00	  0.00
r_1183	s_0793_e + s_0956  <=> s_0793_c + s_0955_c 	CCM_02080 or CCM_01800 or CCM_05665 or CCM_08052 or CCM_08077 or CCM_05727 or CCM_08495 or CCM_09610 or CCM_00736 or CCM_05906 or CCM_06931 or CCM_08695 or CCM_06029 or CCM_07762 or CCM_07738 or CCM_08184 or CCM_09228 or CCM_00800 or CCM_04917 or CCM_09656 or CCM_02825 or CCM_08994 or CCM_04015	-1000.00	1000.00	  0.00
r_1184	s_0793_e + s_0966  <=> s_0793_c + s_0965_c 	CCM_02688 or CCM_02080 or CCM_01800 or CCM_05665 or CCM_08052 or CCM_08077 or CCM_05727 or CCM_08495 or CCM_09610 or CCM_00736 or CCM_05906 or CCM_06931 or CCM_08695 or CCM_06029 or CCM_07762 or CCM_07738 or CCM_08184 or CCM_09228 or CCM_00800 or CCM_04917 or CCM_09656 or CCM_02825 or CCM_08994 or CCM_04015	-1000.00	1000.00	  0.00
r_1186	s_0793_e + s_0970  <=> s_0793_c + s_0969_c 	CCM_02080 or CCM_01800 or CCM_05665 or CCM_08052 or CCM_08077 or CCM_05727 or CCM_08495 or CCM_09610 or CCM_00736 or CCM_05906 or CCM_06931 or CCM_08695 or CCM_06029 or CCM_07762 or CCM_07738 or CCM_08184 or CCM_09228 or CCM_00800 or CCM_04917 or CCM_09656 or CCM_02825 or CCM_08994 or CCM_04015	-1000.00	1000.00	  0.00
r_1190	s_0793_e + s_0974  <=> s_0793_c + s_0973_c 	CCM_02080 or CCM_01800 or CCM_05665 or CCM_08052 or CCM_08077 or CCM_05727 or CCM_08495 or CCM_09610 or CCM_00736 or CCM_05906 or CCM_06931 or CCM_08695 or CCM_06029 or CCM_07762 or CCM_07738 or CCM_08184 or CCM_09228 or CCM_00800 or CCM_04917 or CCM_09656 or CCM_02825 or CCM_08994 or CCM_04015	-1000.00	1000.00	  0.00
r_1192	s_0793_e + s_0982  <=> s_0793_c + s_0981_c 	CCM_02080 or CCM_01800 or CCM_05665 or CCM_08052 or CCM_08077 or CCM_05727 or CCM_08495 or CCM_09610 or CCM_00736 or CCM_05906 or CCM_06931 or CCM_08695 or CCM_06029 or CCM_07762 or CCM_07738 or CCM_08184 or CCM_09228 or CCM_00800 or CCM_04917 or CCM_09656 or CCM_02825 or CCM_08994 or CCM_04015	-1000.00	1000.00	  0.00
r_1196	s_0793_e + s_0992  <=> s_0793_c + s_0991_c 	CCM_02080 or CCM_01800 or CCM_05665 or CCM_08052 or CCM_08077 or CCM_05727 or CCM_08495 or CCM_09610 or CCM_00736 or CCM_05906 or CCM_06931 or CCM_08695 or CCM_06029 or CCM_07762 or CCM_07738 or CCM_08184 or CCM_09228 or CCM_00800 or CCM_04917 or CCM_09656 or CCM_02825 or CCM_08994 or CCM_04015	-1000.00	1000.00	  0.00
r_1199	s_0793_e + s_1000  <=> s_0793_c + s_0999_c 	CCM_02080 or CCM_01800 or CCM_05665 or CCM_08052 or CCM_08077 or CCM_05727 or CCM_08495 or CCM_09610 or CCM_00736 or CCM_05906 or CCM_06931 or CCM_08695 or CCM_06029 or CCM_07762 or CCM_07738 or CCM_08184 or CCM_09228 or CCM_00800 or CCM_04917 or CCM_09656 or CCM_02825 or CCM_08994 or CCM_04015	-1000.00	1000.00	  0.00
r_1201	s_0793_e + s_1007  <=> s_0793_c + s_1006_c 	CCM_02080 or CCM_01800 or CCM_05665 or CCM_08052 or CCM_08077 or CCM_05727 or CCM_08495 or CCM_09610 or CCM_00736 or CCM_05906 or CCM_06931 or CCM_08695 or CCM_06029 or CCM_07762 or CCM_07738 or CCM_08184 or CCM_09228 or CCM_00800 or CCM_04917 or CCM_09656 or CCM_02825 or CCM_08994 or CCM_04015	-1000.00	1000.00	  0.00
r_1205	s_0793_e + s_1017  <=> s_0793_c + s_1016_c 	CCM_02080 or CCM_01800 or CCM_05665 or CCM_08052 or CCM_08077 or CCM_05727 or CCM_08495 or CCM_09610 or CCM_00736 or CCM_05906 or CCM_06931 or CCM_08695 or CCM_06029 or CCM_07762 or CCM_07738 or CCM_08184 or CCM_09228 or CCM_00800 or CCM_04917 or CCM_09656 or CCM_02825 or CCM_08994 or CCM_04015	-1000.00	1000.00	  0.00
r_1211	s_0793_e + s_1022  <=> s_0793_c + s_1021_c 	CCM_02373 or CCM_04934 or CCM_08789 or CCM_02080 or CCM_01800 or CCM_05665 or CCM_08052 or CCM_08077 or CCM_05727 or CCM_08495 or CCM_09610 or CCM_00736 or CCM_05906 or CCM_06931 or CCM_08695 or CCM_06029 or CCM_07762 or CCM_07738 or CCM_08184 or CCM_09228 or CCM_00800 or CCM_04917 or CCM_09656 or CCM_02825 or CCM_08994 or CCM_04015	-1000.00	1000.00	  0.00
r_1213	s_0793_e + s_1026  <=> s_0793_c + s_1025_c 	CCM_09087 or CCM_02080 or CCM_01800 or CCM_05665 or CCM_08052 or CCM_08077 or CCM_05727 or CCM_08495 or CCM_09610 or CCM_00736 or CCM_05906 or CCM_06931 or CCM_08695 or CCM_06029 or CCM_07762 or CCM_07738 or CCM_08184 or CCM_09228 or CCM_00800 or CCM_04917 or CCM_09656 or CCM_02825 or CCM_08994 or CCM_04015	-1000.00	1000.00	  0.00
r_1214	s_0793_e + s_1030  <=> s_0793_c + s_1029_c 	CCM_07106 or CCM_00213 or CCM_04655 or CCM_08366 or CCM_02080 or CCM_01800 or CCM_05665 or CCM_08052 or CCM_08077 or CCM_05727 or CCM_08495 or CCM_09610 or CCM_00736 or CCM_05906 or CCM_06931 or CCM_08695 or CCM_06029 or CCM_07762 or CCM_07738 or CCM_08184 or CCM_09228 or CCM_00800 or CCM_04917 or CCM_09656 or CCM_02825 or CCM_08994 or CCM_04015	-1000.00	1000.00	  0.00
r_1215	s_0793_e + s_1033  <=> s_0793_c + s_1032_c 	CCM_02080 or CCM_01800 or CCM_05665 or CCM_08052 or CCM_08077 or CCM_05727 or CCM_08495 or CCM_09610 or CCM_00736 or CCM_05906 or CCM_06931 or CCM_08695 or CCM_06029 or CCM_07762 or CCM_07738 or CCM_08184 or CCM_09228 or CCM_00800 or CCM_04917 or CCM_09656 or CCM_02825 or CCM_08994 or CCM_04015	-1000.00	1000.00	  0.00
r_1216	s_0793_e + s_1036  <=> s_0793_c + s_1035_c 	CCM_04891 or CCM_06868 or CCM_06911 or CCM_02080 or CCM_01800 or CCM_05665 or CCM_08052 or CCM_08077 or CCM_05727 or CCM_08495 or CCM_09610 or CCM_00736 or CCM_05906 or CCM_06931 or CCM_08695 or CCM_06029 or CCM_07762 or CCM_07738 or CCM_08184 or CCM_09228 or CCM_00800 or CCM_04917 or CCM_09656 or CCM_02825 or CCM_08994 or CCM_04015	-1000.00	1000.00	  0.00
r_1217	s_0793_e + s_1041  <=> s_0793_c + s_1039_c 	CCM_02080 or CCM_01800 or CCM_05665 or CCM_08052 or CCM_08077 or CCM_05727 or CCM_08495 or CCM_09610 or CCM_00736 or CCM_05906 or CCM_06931 or CCM_08695 or CCM_06029 or CCM_07762 or CCM_07738 or CCM_08184 or CCM_09228 or CCM_00800 or CCM_04917 or CCM_09656 or CCM_02825 or CCM_08994 or CCM_04015	-1000.00	1000.00	  0.00
r_1218	s_0793_e + s_1046  <=> s_0793_c + s_1045_c 	CCM_02080 or CCM_01800 or CCM_05665 or CCM_08052 or CCM_08077 or CCM_05727 or CCM_08495 or CCM_09610 or CCM_00736 or CCM_05906 or CCM_06931 or CCM_08695 or CCM_06029 or CCM_07762 or CCM_07738 or CCM_08184 or CCM_09228 or CCM_00800 or CCM_04917 or CCM_09656 or CCM_02825 or CCM_08994 or CCM_04015	-1000.00	1000.00	  0.00
r_1219	s_0793_e + s_1049  <=> s_0793_c + s_1048_c 	CCM_02080 or CCM_01800 or CCM_05665 or CCM_08052 or CCM_08077 or CCM_05727 or CCM_08495 or CCM_09610 or CCM_00736 or CCM_05906 or CCM_06931 or CCM_08695 or CCM_06029 or CCM_07762 or CCM_07738 or CCM_08184 or CCM_09228 or CCM_00800 or CCM_04917 or CCM_09656 or CCM_02825 or CCM_08994 or CCM_04015	-1000.00	1000.00	  0.00
r_1223	s_0793_e + s_1052  <=> s_0793_c + s_1051_c 	CCM_02080 or CCM_01800 or CCM_05665 or CCM_08052 or CCM_08077 or CCM_05727 or CCM_08495 or CCM_09610 or CCM_00736 or CCM_05906 or CCM_06931 or CCM_08695 or CCM_06029 or CCM_07762 or CCM_07738 or CCM_08184 or CCM_09228 or CCM_00800 or CCM_04917 or CCM_09656 or CCM_02825 or CCM_08994 or CCM_04015	-1000.00	1000.00	  0.00
